mekan,il,website,tur,kaynak_url,kalem_sayisi,not
Kızgın Döner Evora,,https://web.javipos.com,menu bulunamadi,,0,
Simitçi Dünyası,,https://denizlisimitcidunyasi.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://denizlisimi
Mesken Balık,,https://www.meskenocakbasi.com,menu bulunamadi,,0,
Lokum Steak House,,https://lokumsteakhouse.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Yayla Kafeterya,,https://yaylakafe.beltas.gen.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://yaylakafe.b
Varol Gurme,,http://varoltekstil.com.tr,menu bulunamadi,,0,
Peanut,,https://www.gloriajeans.com.tr,menu bulunamadi,,0,
Savora Restaurant,,https://emporia.com.tr,menu bulunamadi,,0,
Varol Veranda,,https://varolveranda.com,gorsel-ocr-gerekli,https://varolveranda.com/menu/veranda-logo.png?v=1,0,
Hancı Et Restaurant,,http://www.hanciet.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.hanciet.
Gece Dönercisi Ciğerci Memo,,https://gecedonercisimemo.com,menu bulunamadi,,0,
KADAYIFÇI HACI SEYİD - KÜNEFE & PASTA ( NEVROZ ALANI ),,http://www.kadayifcihaciseyid.com,menu bulunamadi,,0,
KADAYIFÇI HACI SEYİD TEKEL - PASTA & KÜNEFE,,http://www.kadayifcihaciseyid.com,menu bulunamadi,,0,
Yayla Kıl Çadırı,,https://www.denizlibeltas.com,menu bulunamadi,,0,
Tarihi Adana Kazancılar Kebap,,http://kazancilardiyarbakir.com,menu bulunamadi,,0,
Çamlık Beyaz,,https://www.denizlibeltas.com,menu bulunamadi,,0,
Arabica Coffee House Düzce Garden,,https://www.arabicacoffee.com.tr,menu bulunamadi,,0,
Beyzade Gurme,,http://beyzadegurme.com.tr,menu bulunamadi,,0,
Beyaz Bahçe - Taşmekan,,https://www.beyazbahce.com,menu bulunamadi,,0,
Düzce Kasrı,,http://www.duzcekasri.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.duzcekas
Alo24 Restorant Denizli,,https://alo24.com.tr,pdf-ocr-gerekli,https://alo24.com.tr/../akbuk.pdf,0,
Saklı Konak 1317,,https://www.saklikonak1317.com,menu bulunamadi,,0,
Gurme Restaurant & Camping,,https://www.gurmerestaurant.com,erisilemedi,,0,Page.eval_on_selector_all: TypeError: Cannot read properties
Kaplanoğlu Alabalık,,http://www.kaplanoglualabalik.com,menu bulunamadi,,0,
Konyalı Etli Ekmek,,http://www.konyalietliekmekkebap.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.konyalie
CumayeriBalıkçısı,,https://cumayeribalikcisi.com.tr,menu bulunamadi,,0,
CumayeriBalıkçsı,,https://cumayeribalikcisi.com.tr,menu bulunamadi,,0,
Quechi Coffee Bakery,,https://quechicoffee.com,menu bulunamadi,,0,
Közde Köfte,,http://www.kozdekofte.com,menu bulunamadi,,0,
Bursa Kebap Evi,,https://www.bursakebapevi.com,menu bulunamadi,,0,
İbrahim'in Yeri Bolu Dağı Et Mangal ve Yöresel Kahvaltı,,https://ibrahiminyeri.com,gorsel-ocr-gerekli,https://static.parastorage.com/services/restaurant-menus-showcase-ooi/340b3d41e47b0b3c427ac7115aed2a32ad5fd0d85acabf4431a36ccd/media/menus_side_image.7077f229.jpeg,0,
Aydın Tava Ciğer,,https://www.aydintavaciger.com,gorsel-ocr-gerekli,https://www.aydintavaciger.com/images/sayfabg-menu.jpg,0,
Doyuyo,,https://doyuyo.com,gorsel-ocr-gerekli,https://doyuyo.com/storage/305/conversions/baslangic-menuleri-middle.webp,0,
Dürümle,,https://durumle.com,pdf-ocr-gerekli,https://durumle.com/storage/downloads/genel-aydinlatma-metni.pdf?d=2025-08-01,0,
Coffee Bee Bakery Lab,,https://www.coffeebeebakerylab.com,menu bulunamadi,,0,
Edirne Tabip Odası Sosyal Tesisi,,https://www.edirnetabipodasi.org,menu bulunamadi,,0,
Değirmen Ocakbaşı Restaurant,,https://www.degirmenocakbasi.com.tr,gorsel-ocr-gerekli,https://www.menuva.com.tr/uploads/eb15f61b6fc5116b04a79453c8ae73d5.webp,0,
Kafe Karamel,,http://iktisadiisletmeler.trakya.edu.tr,menu bulunamadi,,0,
GreenSalads,,https://www.greensalads.com.tr,menu bulunamadi,,0,
ONDO Tarihî Karaağaç Şubesi,,https://ondolezzetleri.com,menu bulunamadi,,0,
Kahve Dükkanı,,https://www.kahvedukkani.com.tr,gorsel-ocr-gerekli,https://www.kahvedukkani.com.tr/trash/menu-bg.png,0,
Kumpir Box,,https://kumpirbox.com,gorsel-ocr-gerekli,https://kumpirbox.com/wp-content/uploads/2026/07/menuboard-brandium-avm-187.5-x-45-cm-2-scaled.png,0,
Saloon Burger,,https://www.saloonburger.com.tr,menu bulunamadi,,0,
Pidem,,https://www.pidem.com.tr,menu bulunamadi,,0,
Serenita Restaurant,,https://hillyhotel.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
thenewyork Pizza & Cafe,,https://www.nypizza.co,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
The Coffee Factory,,http://thecoffeefactory.com,gorsel-ocr-gerekli,http://thecoffeefactory.com/assets/img/menu-banner.png,0,
Mavigöl Restaurant,,https://www.mavigol.com.tr,erisilemedi,,0,"Page.eval_on_selector_all: Execution context was destroyed, "
Clup pide,,http://clupkirpidesi.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://clupkirpides
Tiloft Coffee,,https://tiloft.com.tr,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Kayseri Mutfağı,,https://www.kayserimutfagi.com,pdf-ocr-gerekli,https://www.kayserimutfagi.com/kayseri-mutfagi-kalori-ve-alerjen-listesi.pdf,0,
Acıktım,,https://aciktimkafedeyiz.com,menu bulunamadi,,0,
Öncü Döner,,https://www.oncudoner.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Bolulu Hasan Usta,,https://www.bhu.com.tr,erisilemedi,,0,Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.bh
Güzelyurt,,http://www.guzelyurtrestaurant.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
EBB Yaşam Kafe,,http://eskisehirbelkent.com.tr,menu bulunamadi,,0,
Dönerci Pehlivan,,https://donercipehlivan.com.tr,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Es Balaban Kebapçı Yunus Usta,,https://eskisehirbalabankebap.com,menu bulunamadi,,0,
Baydöner,,https://www.baydoner.com,pdf-ocr-gerekli,https://www.baydoner.com/cmsfiles/pressrooms/apaz-group-un-kalbinde-misafir-var-apaz-group-yonetim-kurulu-sahada.pdf,0,
Mado,,https://www.mado.com.tr,,,0,
Fırın-ci,,https://firin-ci.com,pdf-ocr-gerekli,https://firin-ci.com/wp-content/uploads/2026/06/2026-firin-ci-batman-menu.pdf,0,
Hippo French Tacos,,https://hippofrenchtacos.com,menu bulunamadi,,0,
Opia Coffee Co.,,https://www.picuki.com,menu bulunamadi,,0,
Köftes Balaban Kebap,,https://www.koftesbalaban.com,gorsel-ocr-gerekli,https://www.koftesbalaban.com/assets/img/menumuz/koftes_balabankebap.webp,0,
Hangover sky,,https://www.hangovergroup.com,menu bulunamadi,,0,
GiBi Kafe,,https://instagram.com,menu bulunamadi,,0,
Red Burger House,,https://redburgerhouse.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://redburgerho
Sema Teyze Restaurant Fırın Cafe,,https://www.semateyzerestaurant.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.sematey
Sky Cafe,,https://www.skycafe.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.skycafe
Prime Smash Burger,,https://primesmashburger.com,menu bulunamadi,,0,
SushiCo Eskişehir Cassaba Modern,,https://www.sushico.com.tr,menu bulunamadi,,0,
Pizza İl Forno,,https://pizzailforno.com.tr,,,0,
Pizza Locale,,https://www.pizzalocale.net,menu bulunamadi,,0,
Bellapais,,https://www.bellapaiscafe.com,menu bulunamadi,,0,
Katmerci Zekeriya Usta,,https://katmercizekeriya.com,menu bulunamadi,,0,
Kral Tantuni (Üniversite),,https://www.gazianteptantuni.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.gaziant
Muhan Bohem,,https://www.muhanbohem.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.muhanbo
Senfoni,,https://senfonigaziantep.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://senfonigazi
SOFRAM Restaurant,,http://hassofram.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://hassofram.co
Tavuk Dünyası,,https://www.tavukdunyasi.com,menu bulunamadi,,0,
Tavuk Dünyası,,https://www.tavukdunyasi.com,menu bulunamadi,,0,
Çamlıca Köşkü Restaurant,,https://www.camlicakosku.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.camlica
ÖZ CİĞERCİ ABE GAZİANTEP,,https://www.ozcigerciabegaziantep.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.ozciger
İmam Çağdaş,,https://www.imamcagdas.com,menu bulunamadi,,0,
Pino,,https://www.pino.com.tr,gorsel-ocr-gerekli,https://www.pino.com.tr/resources/assets/upload/product/pino-burger-menu-ujwa4x.png?v=1.04,0,
326 Plus,,https://www.326pluscafe.com,menu bulunamadi,,0,
Carnaval Brunch & Bistro,,https://www.carnavalgida.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.carnava
Ed Coffee Station,,https://www.instagtam.com,erisilemedi,,0,Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.
Atom Station Arsuz,,https://www.atomstation.com.tr,menu bulunamadi,,0,
Kule Restaurant,,https://www.kulerestaurant.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.kuleres
Popeyes,,https://www.popeyes.com.tr,menu bulunamadi,,0,
Cazibe Balık Cafe Restaurant,,https://instagram.com,menu bulunamadi,,0,
Altıkapı Antakya,,https://www.altikapi.com.tr,menu bulunamadi,,0,
La Pastaia,,https://instagram.com,menu bulunamadi,,0,
Gülpınar Restoran,,https://gulpinar.codeqr.com.tr,menu bulunamadi,,0,
Gülpınar Restoran,,https://gulpinar.codeqr.com.tr,menu bulunamadi,,0,
Napcaz Döner,,https://napcazdoner.com,erisilemedi,,0,Page.goto: net::ERR_CONNECTION_REFUSED at https://napcazdone
Pela Coffee & Ceramic,,https://pelasanat.com.tr,menu bulunamadi,,0,
Tinyan Gastro,,https://www.tinyan.com.tr,menu bulunamadi,,0,
Loop Burger Brasserie,,https://loopbrasserie.com,menu bulunamadi,,0,
Pehlivan Döner & Kebap,,https://pehlivandoner.com.tr,menu bulunamadi,,0,
Günübirlik Tesisi,,https://ispartadavraz.com,menu bulunamadi,,0,
Sandal Restaurant Et Balık & Kahvaltı,,https://www.sanaltur360.com,menu bulunamadi,,0,
Taş Cafe 1,,https://www.isperiahotels.com.tr,pdf-ocr-gerekli,https://www.isperiahotels.com.tr/ISPERIA_sur_raporu.pdf,0,
2'de 1 Köfte,,https://www.yummyadvisor.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.yummyad
1A Meyhanesi,,https://foursquare.com,menu bulunamadi,,0,
1924 İstanbul,,http://www.1924istanbul.com,erisilemedi,,0,"Page.eval_on_selector_all: Execution context was destroyed, "
Petek Cafe,,https://www.peteksiparis.com,menu bulunamadi,,0,
1Kahve,,http://www.1-kahve.bussiness.site,menu bulunamadi,,0,
34 Restaurant,,https://www.hyattrestaurants.com,menu bulunamadi,,0,
Ada Cafe + Bookstore,,https://www.adakitapcafe.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.adakita
6:45 Public House,,https://share.google,menu bulunamadi,,0,
Ab'bas Waffle,,https://abbaswaffle.com.tr,menu bulunamadi,,0,
ADAB Eski Usûl Meyhane,,https://adabmeyhanesi.com,menu bulunamadi,,0,
Adam's Pizza,,https://www.adamspizza.com,menu bulunamadi,,0,
5. Kat,,https://www.5kat.com,menu bulunamadi,,0,
Adana İl Sınırı,,https://www.adanailsiniri.com,menu bulunamadi,,0,
360 Istanbul,,https://360istanbul.com,pdf-metin,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,14,
Zater Döner Isparta,,https://zaterdoner.com,pdf-menu-degil,https://www.zaterdoner.com/kurumsal-kimlik-rehberi.pdf,0,
Adana Ocakbaşı Suadiye,,https://grablocals.com,menu bulunamadi,,0,
Adanali Ümit Usta,,https://www.umitusta.com.tr,menu bulunamadi,,0,
Ahali 279,,https://ahali279.com,menu bulunamadi,,0,
Adile Sultan Ev Yemekleri,,https://www.adilesultanevyemekleri.com,gorsel-ocr-gerekli,https://siparis.adilesultanevyemekleri.com/templates/webmenu/assets/images/app_dl.png,0,
Adile Sultan Ev Yemekleri,,https://adilesultanevyemekleri.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
al lado está dogu karadeniz pide sarayi,,http://www.tacodelreyes.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.tacodelr
Ala Türk Mutfagi,,http://alaturkmutfagi.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://alaturkmutfa
Adile Sultan Ev Yemekleri,,https://adilesultanevyemekleri.com,gorsel-ocr-gerekli,https://siparis.adilesultanevyemekleri.com/templates/webmenu/assets/images/app_dl.png,0,
Adile Sultan Ev Yemekleri - Ümraniye Restoranı,,https://adilesultanevyemekleri.com,gorsel-ocr-gerekli,https://siparis.adilesultanevyemekleri.com/templates/webmenu/assets/images/app_dl.png,0,
Ali Muhiddin Hacı Bekir,,https://www.hacibekir.com.tr,menu bulunamadi,,0,
Akıntı Burnu Balık Restaurant,,https://www.akintiburnu.com,menu bulunamadi,,0,
Adanalı Kebapçı Mehmet,,https://adanalikebapcimehmet.com,gorsel-ocr-gerekli,https://adanalikebapcimehmet.com/menu/wp-content/uploads/2025/06/kalteli.jpg,0,
Allsports Cafe,,https://www.allsportscafe.com,erisilemedi,,0,"Page.eval_on_selector_all: Execution context was destroyed, "
Ali Ocakbaşı,,https://aliocakbasi.com,menu bulunamadi,,0,
Altın Sini,,https://altinsini.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://altinsini.c
Ali Ocakbaşı,,https://aliocakbasi.com,menu bulunamadi,,0,
Altınkapı Restaurant,,https://altinkapiiskender.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://altinkapiis
Amedros Cafe and Restaurant,,https://www.amedroscafe.com,erisilemedi,,0,Page.goto: net::ERR_CERT_DATE_INVALID at https://www.amedros
Altkat Coffee Community,,https://altkatcoffee.com,menu bulunamadi,,0,
Allen Kitchen & Cocktail,,https://allensuadiye.com,menu bulunamadi,,0,
Altın Sofra,,https://www.altinsofrakebap.com,menu bulunamadi,,0,
Antebin İçi,,https://www.antebinici.com,erisilemedi,,0,Page.goto: net::ERR_CONNECTION_REFUSED at https://www.antebi
Antula Gurme,,https://antulagurme.com,gorsel-ocr-gerekli,https://antulagurme.com/public/default/images/menu-top-bg.png,0,
Ara Gurme Lahmacun Pide Kebap,,https://www.aragurme.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.aragurm
Antik Köy,,https://www.antikkoy.com,menu bulunamadi,,0,
Antiochia,,http://www.antiochiaconcept.com,gorsel-ocr-gerekli,http://www.antiochiaconcept.com/assets/img/menu.jpg,0,
Anne Meze,,http://www.annemeze.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Antebi,,https://antebi.com.tr,menu bulunamadi,,0,
Arby's,,https://www.istairport.com,pdf-ocr-gerekli,https://www.istairport.com/media/y15c0g2d/iga-isletme-web-sitesi-aydinlatma-metni-tr.pdf,0,
Arnavutköy Balıkçısı,,https://arnavutkoybalikcisi.com,menu bulunamadi,,0,
Arnavutköy Balıkçısı,,https://arnavutkoybalikcisi.com,menu bulunamadi,,0,
ArtSmyrna Cafe & Gallery,,http://artsmyrnagalata.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://artsmyrnagal
Arezu Moda,,https://arezucafemoda.com,menu bulunamadi,,0,
Arch Bistro,,https://www.archbistro.com,gorsel-ocr-gerekli,https://archbistro.com/img/menu/menuimg/ap-03-mixed-10-variety-meze-platter.jpg,0,
As İskender,,https://www.askebap.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.askebap
Artois Cadde,,https://artois.com.tr,menu bulunamadi,,0,
Asitane,,https://www.asitanerestaurant.com,menu bulunamadi,,0,
Atıştır 1989,,https://quickly.restaurant,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://quickly.res
Aslanbey Çiftliği,,https://www.aslanbeyciftligi.com,gorsel-ocr-gerekli,https://www.aslanbeyciftligi.com/wp-content/uploads/2024/06/domates-menu--300x300.png,0,
Ayvalık Fener Yolu Balıkçısı,,http://www.ayvalikfeneryolubalikcisi.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.ayvalikf
Armada Teras,,https://www.armadahotel.com.tr,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Azur,,https://azuryenikoy.com,erisilemedi,,0,Page.goto: net::ERR_CERT_DATE_INVALID at https://azuryenikoy
Ba Hane,,https://ba-hane.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://ba-hane.com
Bab-ı Hayat,,https://www.babihayat.com,gorsel-ocr-gerekli,https://www.babihayat.com/common/images/menu1-img.jpg,0,
Babel Café Restaurant,,http://www.babelcaferestaurant.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.babelcaf
Aşk Waffle & Cafe,,https://www.askwaffle.com,menu bulunamadi,,0,
Arya longue,,https://www.aryalounge.com,gorsel-ocr-gerekli,https://cdn.tabpadmenu.com/3110/c9299c0b-b753-4c54-bf6a-d072640fc067bac.jpg,0,
Ağa kapısı,,https://agakapisi.com.tr,menu bulunamadi,,0,
Back To Coffee Roaster,,http://www.backtocoffeeroaster.com,menu bulunamadi,,0,
Bahçe Ocakbaşı,,https://bahceocakbasi.com,erisilemedi,,0,Page.goto: net::ERR_CONNECTION_REFUSED at https://bahceocakb
Bafetto,,https://bafetto.com.tr,menu bulunamadi,,0,
Ataşehir Kültür Kafe,,https://www.atasehir.bel.tr,menu bulunamadi,,0,
Balon Cafe,,https://www.zomato.com,erisilemedi,,0,Page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://www.zoma
Bafetto Pizza,,https://bafetto.com.tr,menu bulunamadi,,0,
Bafra Pide,,https://qrmenuapp.akinsoft.com.tr,gorsel-ocr-gerekli,https://qrmenuapp.akinsoft.com.tr/images/hero-qr-menu.webp?v=1ae7141,0,
Akasya,,https://www.akasyada.com,pdf-ocr-gerekli,https://akasyada.com/wp-content/uploads/2026/05/Akasya-Menu-Bistro-Yaz-2026.pdf,0,
Balıkçı Murat Abi - Balık ekmek,,https://balikcimurat.com,menu bulunamadi,,0,
Balaban Dondurma,,http://balabandondurma.com,menu bulunamadi,,0,
Baltalimanı Polisevi Şube Müdürlüğü Tesisi,,https://www.istanbul.pol.tr,menu bulunamadi,,0,
Banko Burger,,https://bankoburger.com,menu bulunamadi,,0,
Bausta,,https://bausta.com.tr,menu bulunamadi,,0,
Bay Mantı,,https://baymanti.com,menu bulunamadi,,0,
Barış Büfe,,https://www.barisbufe.com.tr,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Barış Büfe,,https://www.barisbufe.com.tr,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Baylan Pastanesi,,https://baylangida.com,menu bulunamadi,,0,
Başkent Aspava,,https://kgkasapbaskentaspava.com,erisilemedi,,0,Page.goto: net::ERR_CERT_DATE_INVALID at https://kgkasapbask
Bebek Balıkçı,,https://bebekbalikci.net,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://bebekbalikc
Beacon Coffee,,https://www.beaconcoffee.com.tr,menu bulunamadi,,0,
Bebe İçli Köfte,,https://www.bebeiclikofte.com,menu bulunamadi,,0,
Bedir Kebap,,https://www.bedirkebap.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.bedirke
Bebek Koru Kahvesi,,https://tr-tr.facebook.com,menu bulunamadi,,0,
Bebek Lokal,,https://facebook.com,menu bulunamadi,,0,
Bayındır Restoran,,https://www.bayindirrestoran.com,menu bulunamadi,,0,
Bedri Usta Kalamış,,https://bedriusta.com,menu bulunamadi,,0,
Bella Bakery & Coffee,,https://unotrescoffee.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://unotrescoff
Benusen Restoran,,http://benusenesnaflokantasi.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://benusenesnaf
Bedri Usta Çiftehavuzlar Pide & Lahmacun,,https://bedriusta.com,menu bulunamadi,,0,
Beeves,,https://www.beevesteak.com,gorsel-ocr-gerekli,https://www.beevesteak.com/images/beeves-atasehir-menu.jpeg,0,
Beeves Steakhouse,,https://www.beevesteak.com,gorsel-ocr-gerekli,https://www.beevesteak.com/images/beeves-atasehir-menu.jpeg,0,
Beso Restaurant Bistro,,https://www.restaurantbeso.com,menu bulunamadi,,0,
BEYKOZ BELEDİYESİ GÜMÜŞSUYU KENT LOKANTASI,,http://www.beykoz.bel.tr,menu bulunamadi,,0,
BEYKOZ BELEDİYESİ ORTAÇEŞME LOKANTASI,,http://www.beykoz.bel.tr,menu bulunamadi,,0,
Beyaz Fırın - Erenköy,,https://www.beyazfirin.com,pdf-ocr-gerekli,https://belge.beyazfirin.com/files/KaliteGidaGuvenligi.pdf,0,
Beyzade Künefe,,https://www.beyzadekunefe.com,menu bulunamadi,,0,
Bi'Buçuk,,https://www.bibucuk.com.tr,pdf-ocr-gerekli,https://www.bibucuk.com.tr/caddebostan-menu.pdf,0,
Birecikli,,http://www.birecikli.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.birecikl
Biget,,https://biget.com.tr,menu bulunamadi,,0,
Bistro 33,,https://www.bistro33.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.bistro3
Beş Bıçak Steak House - Kasap,,https://www.besbicak.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Blablabla Istanbul,,https://www.blablablaistanbul.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.blablab
Black Swan Coffee,,https://blackswancoffeetr.com,menu bulunamadi,,0,
Bistrot français,,https://www.ifturquie.org,menu bulunamadi,,0,
Bisiklet Kafe,,https://beykoz.bel.tr,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
boga,,http://www.bogastekhous.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.bogastek
Bolulu Hasan Usta,,https://bhu.com.tr,erisilemedi,,0,Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://bhu.co
Bayramoğlu Döner,,http://bayramogludoner.com.tr,pdf-ocr-gerekli,http://bayramogludoner.com.tr/menu.pdf,0,
BLAK Coffee Co.,,https://www.blakcoffee.co,menu bulunamadi,,0,
Bonny Gelato,,https://www.bonnygelato.com,gorsel-ocr-gerekli,https://www.bonnygelato.com/assets/images/menu/mango-passion-sorbet.webp,0,
BigChefs,,https://bigchefs.com.tr,pdf-menu-degil,https://bigchefs.com.tr/wp-content/uploads/2025/12/bigcehssurrapor.pdf,0,
BLAK Coffee Co. Özyeğin,,https://www.blakcoffee.co,menu bulunamadi,,0,
Bonne Nuit,,https://www.bonnenuit.com.tr,menu bulunamadi,,0,
Boukoleon Fish Restaurant,,http://www.boukoleon.com,menu bulunamadi,,0,
Borsa Lokantası Caddebostan,,https://www.borsaselfservis.com,menu bulunamadi,,0,
Bosphorus Brewing Company,,https://bbcist.com,menu bulunamadi,,0,
Brio İtalian İstanbul,,http://www.brioistanbul.com,menu bulunamadi,,0,
Boşnak Börekçi,,https://bosnakborekci.com.tr,menu bulunamadi,,0,
Brew Lab,,https://www.coffeebrewlab.com,menu bulunamadi,,0,
Burger Hopdaddy,,https://hopdaddyburger.com,menu bulunamadi,,0,
Brasserie Prime,,https://brasserieprime.com.tr,menu bulunamadi,,0,
Burger Blast Finans Şehir,,https://www.burger-blast.com,pdf-ocr-gerekli,https://www.burger-blast.com/burger-blast-menu-2025.pdf,0,
Burger Yiyelim,,https://www.burgeryiyelim.com,menu bulunamadi,,0,
Burger Yiyelim,,https://www.burgeryiyelim.com,menu bulunamadi,,0,
Burger Yiyelim,,https://www.burgeryiyelim.com,menu bulunamadi,,0,
Burgerillas,,https://burgerillas.com,menu bulunamadi,,0,
Burger Yiyelim,,https://www.burgeryiyelim.com,menu bulunamadi,,0,
Burgericos,,https://burgericos0.wixsite.com,menu bulunamadi,,0,
Burger Yiyelim - Şerifali,,https://www.burgeryiyelim.com,menu bulunamadi,,0,
Burrito Shop,,https://www.quandoo.com.tr,menu bulunamadi,,0,
Bysteak,,http://www.bysteak.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.bysteak.
Byzantion Bistro & Restaurant,,http://www.byzantionbistro.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at http://www.byzantio
Cabra Loca Coffee,,https://cabraloca.istanbul,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://cabraloca.i
Butcha Steakhouse & Marly,,http://www.butcha.com,gorsel-ocr-gerekli,http://www.butcha.com/webdocs/mobmenu.png,0,
Cadde Köy,,https://caddekoy.com,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://caddekoy.co
Burger Blast Ömerli,,https://www.burger-blast.com,pdf-ocr-gerekli,https://www.burger-blast.com/burger-blast-menu-2025.pdf,0,
Cafe Dora,,https://instagram.com,menu bulunamadi,,0,
Cafe Eya,,https://cafeeya.com,menu bulunamadi,,0,
Cadde İst'klal,,http://caddeistiklal.ist,menu bulunamadi,,0,
Buselik Meyhane,,https://www.buselikmeyhane.com,erisilemedi,,0,"Page.goto: Timeout 20000ms exceeded.
Call log:
  - navigatin"
Buselik Meyhane - Anadolu Hisarı,,https://buselikmeyhane.com,menu bulunamadi,,0,
Caffè Nero,,https://caffenero.com,menu bulunamadi,,0,
Cafe Pont,,https://cafepont.com,menu bulunamadi,,0,
Caffè Nero,,https://caffenero.com,menu bulunamadi,,0,
Can-u Can,,https://www.canucankofte.com.tr,erisilemedi,,0,Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.canucan
Caffè Nero,,https://caffenero.com,menu bulunamadi,,0,
Cankurtaran Öğretmenevi,,https://cankurtaranogretmenevi.com.tr,menu bulunamadi,,0,
Caffè Nero,,https://caffenero.com,menu bulunamadi,,0,
